itemid	abstractid	name	品质	icon	icon灰	类型	叠加数量	物品描述	等级	商店价格	回收价格	回购价格	姓名	国家	将卡类型	picture	升级材料	升级材料数量	升级材料magicid	升级所得物品	升级价格	人物等级	脚本	miniicon	委任技能icon	最高倍率	通告	TAB_VERSION
8432		梁习	2	UI_Mini_LiangXi.img		6	1	提高牧场的马匹产量		3200	1500	1500	UI_Info_LiangXi.img	20	2	UI_Img_LiangXi.img	3			8433	2000			UI_Mini_LiangXi.img	UI_Info_LiangXi.img	8	0	
8433		梁习	3	UI_Mini_LiangXi.img		6	1	提高牧场的马匹产量		12800	5000	5000	UI_Info_LiangXi.img	20	2	UI_Img_LiangXi.img	3			8434	2000			UI_Mini_LiangXi.img	UI_Info_LiangXi.img	8	2	
8434		梁习	4	UI_Mini_LiangXi.img		6	1	提高牧场的马匹产量		51200	20000	20000	UI_Info_LiangXi.img	20	2	UI_Img_LiangXi.img	3				2000			UI_Mini_LiangXi.img	UI_Info_LiangXi.img	8	-1	
8440		温恢	0	UI_Mini_WenHui.img		6	1	提高府库上限		200	100	100	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	3			8441	2000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	0	
8441		温恢	1	UI_Mini_WenHui.img		6	1	提高府库上限		800	380	380	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	3			8442	2000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	0	
8442		温恢	2	UI_Mini_WenHui.img		6	1	提高府库上限		3200	1500	1500	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	3			8443	2000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	0	
8443		温恢	3	UI_Mini_WenHui.img		6	1	提高府库上限		12800	5000	5000	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	3			8444	2000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	2	
8444		温恢	4	UI_Mini_WenHui.img		6	1	提高府库上限		51200	20000	20000	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	4200|4201|4202	5|5|10	0|0|0	8445	20000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	-1	
8445		温恢	5	UI_Mini_WenHui.img		6	1	提高府库上限		0	25000	25000	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	4200|4201|4203	20|20|20	0|0|0	8446	50000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	-1	
8446		温恢	6	UI_Mini_WenHui.img		6	1	提高府库上限		0	30000	30000	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	4200|4201|4204	80|80|50	0|0|0	8447	200000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	-1	
8447		温恢	7	UI_Mini_WenHui.img		6	1	提高府库上限		0	35000	35000	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	4200|4201|4205	240|240|160	0|0|0	8448	1000000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	-1	
8448		温恢	8	UI_Mini_WenHui.img		6	1	提高府库上限		0	40000	40000	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	4200|4201|4206	255|255|200	0|0|0	8449	4000000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	-1	
8449		温恢	9	UI_Mini_WenHui.img		6	1	提高府库上限		0	45000	45000	UI_Info_WenHui.img	2	2	UI_Img_WenHui.img	3				2000			UI_Mini_WenHui.img	UI_Info_WenHui.img	8	-1	
8450	25450	辛毗	0	UI_Mini_XinPi.img		6	1			200	100	100	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	3			8451	2000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	0	
8451	25451	辛毗	1	UI_Mini_XinPi.img		6	1			800	380	380	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	3			8452	2000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	0	
8452	25452	辛毗	2	UI_Mini_XinPi.img		6	1			3200	1500	1500	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	3			8453	2000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	0	
8453	25453	辛毗	3	UI_Mini_XinPi.img		6	1			12800	5000	5000	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	3			8454	2000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	2	
8454	25454	辛毗	4	UI_Mini_XinPi.img		6	1			51200	20000	20000	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	4200|4201|4202	5|5|10	0|0|0	8455	20000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	-1	
8455	25454	辛毗	5	UI_Mini_XinPi.img		6	1			0	25000	25000	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	4200|4201|4203	20|20|20	0|0|0	8456	50000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	-1	
8456	25454	辛毗	6	UI_Mini_XinPi.img		6	1			0	30000	30000	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	4200|4201|4204	80|80|50	0|0|0	8457	200000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	-1	
8457	25454	辛毗	7	UI_Mini_XinPi.img		6	1			0	35000	35000	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	4200|4201|4205	240|240|160	0|0|0	8458	1000000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	-1	
8458	25454	辛毗	8	UI_Mini_XinPi.img		6	1			0	40000	40000	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	4200|4201|4206	255|255|200	0|0|0	8459	4000000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	-1	
8459	25454	辛毗	9	UI_Mini_XinPi.img		6	1			0	45000	45000	UI_Info_XinPi.img	20	0	UI_Img_XinPi.img	3				2000			UI_Mini_XinPi.img	UI_Info_XinPi.img	8	-1	
8460	25460	钟会	0	UI_Mini_ZhongHui.img		6	1			200	100	100	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	3			8461	2000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	0	
8461	25461	钟会	1	UI_Mini_ZhongHui.img		6	1			800	380	380	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	3			8462	2000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	0	
8462	25462	钟会	2	UI_Mini_ZhongHui.img		6	1			3200	1500	1500	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	3			8463	2000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	0	
8463	25463	钟会	3	UI_Mini_ZhongHui.img		6	1			12800	5000	5000	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	3			8464	2000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	2	
8464	25464	钟会	4	UI_Mini_ZhongHui.img		6	1			51200	20000	20000	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	4200|4201|4202	5|5|10	0|0|0	8465	20000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	-1	
8465	25464	钟会	5	UI_Mini_ZhongHui.img		6	1			0	25000	25000	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	4200|4201|4203	20|20|20	0|0|0	8466	50000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	-1	
8466	25464	钟会	6	UI_Mini_ZhongHui.img		6	1			0	30000	30000	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	4200|4201|4204	80|80|50	0|0|0	8467	200000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	-1	
8467	25464	钟会	7	UI_Mini_ZhongHui.img		6	1			0	35000	35000	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	4200|4201|4205	240|240|160	0|0|0	8468	1000000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	-1	
8468	25464	钟会	8	UI_Mini_ZhongHui.img		6	1			0	40000	40000	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	4200|4201|4206	255|255|200	0|0|0	8469	4000000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	-1	
8469	25464	钟会	9	UI_Mini_ZhongHui.img		6	1			0	45000	45000	UI_Info_ZhongHui.img	20	0	UI_Img_ZhongHui.img	3				2000			UI_Mini_ZhongHui.img	UI_Info_ZhongHui.img	8	-1	
8470	25470	贾充	0	UI_Mini_JiaChong.img		6	1			200	100	100	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	3			8471	2000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	0	
8471	25471	贾充	1	UI_Mini_JiaChong.img		6	1			800	380	380	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	3			8472	2000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	0	
8472	25472	贾充	2	UI_Mini_JiaChong.img		6	1			3200	1500	1500	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	3			8473	2000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	0	
8473	25473	贾充	3	UI_Mini_JiaChong.img		6	1			12800	5000	5000	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	3			8474	2000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	2	
8474	25474	贾充	4	UI_Mini_JiaChong.img		6	1			51200	20000	20000	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	4200|4201|4202	5|5|10	0|0|0	8475	20000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	-1	
8475	25474	贾充	5	UI_Mini_JiaChong.img		6	1			0	25000	25000	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	4200|4201|4203	20|20|20	0|0|0	8476	50000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	-1	
8476	25474	贾充	6	UI_Mini_JiaChong.img		6	1			0	30000	30000	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	4200|4201|4204	80|80|50	0|0|0	8477	200000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	-1	
8477	25474	贾充	7	UI_Mini_JiaChong.img		6	1			0	35000	35000	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	4200|4201|4205	240|240|160	0|0|0	8478	1000000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	-1	
8478	25474	贾充	8	UI_Mini_JiaChong.img		6	1			0	40000	40000	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	4200|4201|4206	255|255|200	0|0|0	8479	4000000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	-1	
8479	25474	贾充	9	UI_Mini_JiaChong.img		6	1			0	45000	45000	UI_Info_JiaChong.img	20	1	UI_Img_JiaChong.img	3				2000			UI_Mini_JiaChong.img	UI_Info_JiaChong.img	8	-1	
8480		韩浩	0	UI_Mini_HanHao.img		6	1	提高农田的产量		200	100	100	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	3			8481	2000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	0	
8481		韩浩	1	UI_Mini_HanHao.img		6	1	提高农田的产量		800	380	380	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	3			8482	2000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	0	
8482		韩浩	2	UI_Mini_HanHao.img		6	1	提高农田的产量		3200	1500	1500	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	3			8483	2000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	0	
8483		韩浩	3	UI_Mini_HanHao.img		6	1	提高农田的产量		12800	5000	5000	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	3			8484	2000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	2	
8484		韩浩	4	UI_Mini_HanHao.img		6	1	提高农田的产量		51200	20000	20000	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	4200|4201|4202	5|5|10	0|0|0	8485	20000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	-1	
8485		韩浩	5	UI_Mini_HanHao.img		6	1	提高农田的产量		0	25000	25000	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	4200|4201|4203	20|20|20	0|0|0	8486	50000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	-1	
8486		韩浩	6	UI_Mini_HanHao.img		6	1	提高农田的产量		0	30000	30000	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	4200|4201|4204	80|80|50	0|0|0	8487	200000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	-1	
8487		韩浩	7	UI_Mini_HanHao.img		6	1	提高农田的产量		0	35000	35000	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	4200|4201|4205	240|240|160	0|0|0	8488	1000000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	-1	
8488		韩浩	8	UI_Mini_HanHao.img		6	1	提高农田的产量		0	40000	40000	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	4200|4201|4206	255|255|200	0|0|0	8489	4000000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	-1	
8489		韩浩	9	UI_Mini_HanHao.img		6	1	提高农田的产量		0	45000	45000	UI_Info_HanHao.img	2	2	UI_Img_HanHao.img	3				2000			UI_Mini_HanHao.img	UI_Info_HanHao.img	8	-1	
8490	25490	蔡文姬	0	UI_Mini_CaiYan.img		6	1			200	100	100	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	3			8491	2000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	0	
8491	25491	蔡文姬	1	UI_Mini_CaiYan.img		6	1			800	380	380	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	3			8492	2000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	0	
8492	25492	蔡文姬	2	UI_Mini_CaiYan.img		6	1			3200	1500	1500	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	3			8493	2000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	0	
8493	25493	蔡文姬	3	UI_Mini_CaiYan.img		6	1			12800	5000	5000	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	3			8494	2000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	2	
8494	25494	蔡文姬	4	UI_Mini_CaiYan.img		6	1			51200	20000	20000	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	4200|4201|4202	5|5|10	0|0|0	8495	20000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	-1	
8495	25495	蔡文姬	5	UI_Mini_CaiYan.img		6	1			0	25000	25000	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	4200|4201|4203	20|20|20	0|0|0	8496	50000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	-1	
8496	25496	蔡文姬	6	UI_Mini_CaiYan.img		6	1			0	30000	30000	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	4200|4201|4204	80|80|50	0|0|0	8497	200000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	-1	
8497	25497	蔡文姬	7	UI_Mini_CaiYan.img		6	1			0	35000	35000	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	4200|4201|4205	240|240|160	0|0|0	8498	1000000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	-1	
8498	25498	蔡文姬	8	UI_Mini_CaiYan.img		6	1			0	40000	40000	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	4200|4201|4206	255|255|200	0|0|0	8499	4000000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	-1	
8499	25499	蔡文姬	9	UI_Mini_CaiYan.img		6	1			0	45000	45000	UI_Info_CaiYan.img	10	1	UI_Img_CaiYan.img	3				2000			UI_Mini_CaiYan.img	UI_Info_CaiYan.img	8	-1	
8500	25500	甄姬	0	UI_Mini_ZhenFu.img		6	1			400	100	100	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	3			8501	2000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	0	
8501	25501	甄姬	1	UI_Mini_ZhenFu.img		6	1			1600	380	380	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	3			8502	2000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	0	
8502	25502	甄姬	2	UI_Mini_ZhenFu.img		6	1			6400	1500	1500	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	3			8503	2000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	0	
8503	25503	甄姬	3	UI_Mini_ZhenFu.img		6	1			25600	5000	5000	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	3			8504	2000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	2	
8504	25504	甄姬	4	UI_Mini_ZhenFu.img		6	1			102400	20000	20000	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	4200|4201|4202	5|5|10	0|0|0	8505	20000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	-1	
8505	25505	甄姬	5	UI_Mini_ZhenFu.img		6	1			0	25000	25000	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	4200|4201|4203	20|20|20	0|0|0	8506	50000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	-1	
8506	25506	甄姬	6	UI_Mini_ZhenFu.img		6	1			0	30000	30000	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	4200|4201|4204	80|80|50	0|0|0	8507	200000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	-1	
8507	25507	甄姬	7	UI_Mini_ZhenFu.img		6	1			0	35000	35000	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	4200|4201|4205	240|240|160	0|0|0	8508	1000000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	-1	
8508	25508	甄姬	8	UI_Mini_ZhenFu.img		6	1			0	40000	40000	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	4200|4201|4206	255|255|200	0|0|0	8509	4000000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	-1	
8509	25509	甄姬	9	UI_Mini_ZhenFu.img		6	1			0	45000	45000	UI_Info_ZhenFu.img	10	1	UI_Img_ZhenFu.img	3				2000			UI_Mini_ZhenFu.img	UI_Info_ZhenFu.img	8	-1	
8510	26010	关羽	0	UI_Mini_GuanYu.img		6	1			200	100	100	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	3			8511	2000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	0	
8511	26011	关羽	1	UI_Mini_GuanYu.img		6	1			800	380	380	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	3			8512	2000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	0	
8512	26012	关羽	2	UI_Mini_GuanYu.img		6	1			3200	1500	1500	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	3			8513	2000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	0	
8513	26013	关羽	3	UI_Mini_GuanYu.img		6	1			12800	5000	5000	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	3			8514	2000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	2	
8514	26014	关羽	4	UI_Mini_GuanYu.img		6	1			51200	20000	20000	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	4200|4201|4202	5|5|10	0|0|0	8515	20000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	-1	
8515	26015	关羽	5	UI_Mini_GuanYu.img		6	1			0	25000	25000	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	4200|4201|4203	20|20|20	0|0|0	8516	50000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	-1	
8516	26016	关羽	6	UI_Mini_GuanYu.img		6	1			0	30000	30000	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	4200|4201|4204	80|80|50	0|0|0	8517	200000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	-1	
8517	26017	关羽	7	UI_Mini_GuanYu.img		6	1			0	35000	35000	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	4200|4201|4205	240|240|160	0|0|0	8518	1000000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	-1	
8518	26018	关羽	8	UI_Mini_GuanYu.img		6	1			0	40000	40000	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	4200|4201|4206	255|255|200	0|0|0	8519	4000000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	-1	
8519	26019	关羽	9	UI_Mini_GuanYu.img		6	1			0	45000	45000	UI_Info_GuanYu.img	11	0	UI_Img_GuanYu.img	3				2000			UI_Mini_GuanYu.img	UI_Info_GuanYu.img	8	-1	
8520	26020	张飞	0	UI_Mini_ZhangFei.img		6	1			200	100	100	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	3			8521	2000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	0	
8521	26021	张飞	1	UI_Mini_ZhangFei.img		6	1			800	380	380	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	3			8522	2000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	0	
8522	26022	张飞	2	UI_Mini_ZhangFei.img		6	1			3200	1500	1500	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	3			8523	2000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	0	
8523	26023	张飞	3	UI_Mini_ZhangFei.img		6	1			12800	5000	5000	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	3			8524	2000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	2	
8524	26024	张飞	4	UI_Mini_ZhangFei.img		6	1			51200	20000	20000	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	4200|4201|4202	5|5|10	0|0|0	8525	20000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	-1	
8525	26025	张飞	5	UI_Mini_ZhangFei.img		6	1			0	25000	25000	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	4200|4201|4203	20|20|20	0|0|0	8526	50000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	-1	
8526	26026	张飞	6	UI_Mini_ZhangFei.img		6	1			0	30000	30000	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	4200|4201|4204	80|80|50	0|0|0	8527	200000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	-1	
8527	26027	张飞	7	UI_Mini_ZhangFei.img		6	1			0	35000	35000	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	4200|4201|4205	240|240|160	0|0|0	8528	1000000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	-1	
8528	26028	张飞	8	UI_Mini_ZhangFei.img		6	1			0	40000	40000	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	4200|4201|4206	255|255|200	0|0|0	8529	4000000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	-1	
8529	26029	张飞	9	UI_Mini_ZhangFei.img		6	1			0	45000	45000	UI_Info_ZhangFei.img	11	0	UI_Img_ZhangFei.img	3				2000			UI_Mini_ZhangFei.img	UI_Info_ZhangFei.img	8	-1	
8530	26030	赵云	0	UI_Mini_ZhaoYun.img		6	1			200	100	100	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	3			8531	2000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	0	
8531	26031	赵云	1	UI_Mini_ZhaoYun.img		6	1			800	380	380	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	3			8532	2000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	0	
8532	26032	赵云	2	UI_Mini_ZhaoYun.img		6	1			3200	1500	1500	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	3			8533	2000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	0	
8533	26033	赵云	3	UI_Mini_ZhaoYun.img		6	1			12800	5000	5000	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	3			8534	2000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	2	
8534	26034	赵云	4	UI_Mini_ZhaoYun.img		6	1			51200	20000	20000	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	4200|4201|4202	5|5|10	0|0|0	8535	20000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	-1	
8535	26035	赵云	5	UI_Mini_ZhaoYun.img		6	1			0	25000	25000	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	4200|4201|4203	20|20|20	0|0|0	8536	50000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	-1	
8536	26036	赵云	6	UI_Mini_ZhaoYun.img		6	1			0	30000	30000	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	4200|4201|4204	80|80|50	0|0|0	8537	200000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	-1	
8537	26037	赵云	7	UI_Mini_ZhaoYun.img		6	1			0	35000	35000	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	4200|4201|4205	240|240|160	0|0|0	8538	1000000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	-1	
8538	26038	赵云	8	UI_Mini_ZhaoYun.img		6	1			0	40000	40000	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	4200|4201|4206	255|255|200	0|0|0	8539	4000000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	-1	
8539	26039	赵云	9	UI_Mini_ZhaoYun.img		6	1			0	45000	45000	UI_Info_ZhaoYun.img	11	0	UI_Img_ZhaoYun.img	3				2000			UI_Mini_ZhaoYun.img	UI_Info_ZhaoYun.img	8	-1	
8540	26040	马超	0	UI_Mini_MaChao.img		6	1			200	100	100	UI_Info_MaChao.img	11	0	UI_Img_MaChao.img	3			8541	2000			UI_Mini_MaChao.img	UI_Info_MaChao.img	8	0	
8541	26041	马超	1	UI_Mini_MaChao.img		6	1			800	380	380	UI_Info_MaChao.img	11	0	UI_Img_MaChao.img	3			8542	2000			UI_Mini_MaChao.img	UI_Info_MaChao.img	8	0	
8542	26042	马超	2	UI_Mini_MaChao.img		6	1			3200	1500	1500	UI_Info_MaChao.img	11	0	UI_Img_MaChao.img	3			8543	2000			UI_Mini_MaChao.img	UI_Info_MaChao.img	8	0	
8543	26043	马超	3	UI_Mini_MaChao.img		6	1			12800	5000	5000	UI_Info_MaChao.img	11	0	UI_Img_MaChao.img	3			8544	2000			UI_Mini_MaChao.img	UI_Info_MaChao.img	8	2	
8544	26044	马超	4	UI_Mini_MaChao.img		6	1			51200	20000	20000	UI_Info_MaChao.img	11	0	UI_Img_MaChao.img	4200|4201|4202	5|5|10	0|0|0	8545	20000			UI_Mini_MaChao.img	UI_Info_MaChao.img	8	-1	
8545	26045	马超	5	UI_Mini_MaChao.img		6	1			0	25000	25000	UI_Info_MaChao.img	11	0	UI_Img_MaChao.img	4200|4201|4203	20|20|20	0|0|0	8546	50000			UI_Mini_MaChao.img	UI_Info_MaChao.img	8	-1	
8546	26046	马超	6	UI_Mini_MaChao.img		6	1			0	30000	30000	UI_Info_MaChao.img	11	0	UI_Img_MaChao.img	4200|4201|4204	80|80|50	0|0|0	8547	200000			UI_Mini_MaChao.img	UI_Info_MaChao.img	8	-1	
8547	26047	马超	7	UI_Mini_MaChao.img		6	1			0	35000	35000	UI_Info_MaChao.img	11	0	UI_Img_MaChao.img	4200|4201|4205	240|240|160	0|0|0	8548	1000000			UI_Mini_MaChao.img	UI_Info_MaChao.img	8	-1	
