将卡	神器Abstractid	组合名称	描述	备注	攻速	CD缩减	移动速度	护甲值	法术抗性	格挡几率	攻击力	生命值	暴击率	闪避率	攻城攻击力	攻击距离	命中率	穿透	法术穿透	潜行	反潜行	视野	无视闪避	反弹物伤	反弹法伤	物理吸血	法术吸血	暴击剑	溅射	物伤加深	法伤加深	abstractid	物伤加成	法伤加成	回复效果
|8544|8545|8546|8547|8548|8549|	|50519|	方天画戟	攻速+10%/n普通攻击有15%概率提高自身周围7米范围内己方西凉铁骑20%血量和攻速，持续10秒	马超	100																											23332			
|9514|9515|9516|9517|9518|9519|	|50519|	方天画戟	攻速+10%/n普通攻击有19%概率提高自身20%攻击，持续8秒	孙策	100																											23002			
|9564|9565|9566|9567|9568|9569|	|50519|	方天画戟	穿透+10%/n普通攻击有16%概率提高自身50%攻速，持续5秒	太史慈														100														23072			
|10014|10015|10016|10017|10018|10019|	|50519|	方天画戟	攻击+10%，攻城攻击+10%/n吕布技能对血量低于30%的单位造成额外40%伤害	吕布							100				100																	23192			
|10314|10315|10316|10317|10318|10319|	|50519|	方天画戟	护甲+10%/n普通攻击有18%概率嘲讽敌方，且降低其40%护甲，持续3秒	潘凤				100																								23432			
|8104|8105|8106|8107|8108|8109|	|50520|	方天画戟	生命+10.5%/n自身骑兵部队被远程攻击有16%的概率回复1.6%的生命值	徐晃								105																				23243			
|8544|8545|8546|8547|8548|8549|	|50520|	方天画戟	攻速+10.5%/n普通攻击有20%概率提高自身周围7米范围内己方西凉铁骑25%血量和攻速，持续10秒	马超	105																											23333			
|9514|9515|9516|9517|9518|9519|	|50520|	方天画戟	攻速+10.5%/n普通攻击有19%概率提高自身25%攻击，持续8秒	孙策	105																											23003			
|9564|9565|9566|9567|9568|9569|	|50520|	方天画戟	穿透+10.5%/n普通攻击有18%概率提高自身50%攻速，持续5秒	太史慈														105														23073			
|10014|10015|10016|10017|10018|10019|	|50520|	方天画戟	攻击+10.5%，攻城攻击+10.5%/n吕布技能对血量低于35%的单位造成额外50%伤害	吕布							105				105																	23193			
|10314|10315|10316|10317|10318|10319|	|50520|	方天画戟	护甲+10.5%/n普通攻击有21%概率嘲讽敌方，且降低其40%护甲，提高自身30%护甲，持续3秒	潘凤				105																								23433			
|8104|8105|8106|8107|8108|8109|	|50521|	方天画戟	生命+11%/n自身骑兵部队被远程攻击有16%的概率回复1.6%的生命值	徐晃								110																				23243			
|8544|8545|8546|8547|8548|8549|	|50521|	方天画戟	攻速+11%/n普通攻击有20%概率提高自身周围7米范围内己方西凉铁骑25%血量和攻速，持续10秒	马超	110																											23333			
|9514|9515|9516|9517|9518|9519|	|50521|	方天画戟	攻速+11%/n普通攻击有19%概率提高自身25%攻击，持续8秒	孙策	110																											23003			
|9564|9565|9566|9567|9568|9569|	|50521|	方天画戟	穿透+11%/n普通攻击有18%概率提高自身50%攻速，持续5秒	太史慈														110														23073			
|10014|10015|10016|10017|10018|10019|	|50521|	方天画戟	攻击+11%，攻城攻击+11%/n吕布技能对血量低于35%的单位造成额外50%伤害	吕布							110				110																	23193			
|10314|10315|10316|10317|10318|10319|	|50521|	方天画戟	护甲+11%/n普通攻击有21%概率嘲讽敌方，且降低其40%护甲，提高自身30%护甲，持续3秒	潘凤				110																								23433			
|8104|8105|8106|8107|8108|8109|	|50522|	方天画戟	生命+11.5%/n自身骑兵部队被远程攻击有16%的概率回复1.6%的生命值	徐晃								115																				23243			
|8544|8545|8546|8547|8548|8549|	|50522|	方天画戟	攻速+11.5%/n普通攻击有20%概率提高自身周围7米范围内己方西凉铁骑25%血量和攻速，持续10秒	马超	115																											23333			
|9514|9515|9516|9517|9518|9519|	|50522|	方天画戟	攻速+11.5%/n普通攻击有19%概率提高自身25%攻击，持续8秒	孙策	115																											23003			
|9564|9565|9566|9567|9568|9569|	|50522|	方天画戟	穿透+11.5%/n普通攻击有18%概率提高自身50%攻速，持续5秒	太史慈														115														23073			
|10014|10015|10016|10017|10018|10019|	|50522|	方天画戟	攻击+11.5%，攻城攻击+11.5%/n吕布技能对血量低于35%的单位造成额外50%伤害	吕布							115				115																	23193			
|10314|10315|10316|10317|10318|10319|	|50522|	方天画戟	护甲+11.5%/n普通攻击有21%概率嘲讽敌方，且降低其40%护甲，提高自身30%护甲，持续3秒	潘凤				115																								23433			
|8104|8105|8106|8107|8108|8109|	|50523|	方天画戟	生命+12%/n自身骑兵部队被远程攻击有16%的概率回复1.6%的生命值	徐晃								120																				23243			
|8544|8545|8546|8547|8548|8549|	|50523|	方天画戟	攻速+12%/n普通攻击有20%概率提高自身周围7米范围内己方西凉铁骑25%血量和攻速，持续10秒	马超	120																											23333			
|9514|9515|9516|9517|9518|9519|	|50523|	方天画戟	攻速+12%/n普通攻击有19%概率提高自身25%攻击，持续8秒	孙策	120																											23003			
|9564|9565|9566|9567|9568|9569|	|50523|	方天画戟	穿透+12%/n普通攻击有18%概率提高自身50%攻速，持续5秒	太史慈														120														23073			
|10014|10015|10016|10017|10018|10019|	|50523|	方天画戟	攻击+12%，攻城攻击+12%/n吕布技能对血量低于35%的单位造成额外50%伤害	吕布							120				120																	23193			
|10314|10315|10316|10317|10318|10319|	|50523|	方天画戟	护甲+12%/n普通攻击有21%概率嘲讽敌方，且降低其40%护甲，提高自身30%护甲，持续3秒	潘凤				120																								23433			
|8104|8105|8106|8107|8108|8109|	|50524|	方天画戟	生命+12.5%/n自身骑兵部队被远程攻击有16%的概率回复1.6%的生命值	徐晃								125																				23243			
|8544|8545|8546|8547|8548|8549|	|50524|	方天画戟	攻速+12.5%/n普通攻击有20%概率提高自身周围7米范围内己方西凉铁骑25%血量和攻速，持续10秒	马超	125																											23333			
|9514|9515|9516|9517|9518|9519|	|50524|	方天画戟	攻速+12.5%/n普通攻击有22%概率提高自身25%攻击，持续9秒	孙策	125																											23003			
|9564|9565|9566|9567|9568|9569|	|50524|	方天画戟	穿透+12.5%/n普通攻击有18%概率提高自身50%攻速，持续5秒	太史慈														125														23073			
|10014|10015|10016|10017|10018|10019|	|50524|	方天画戟	攻击+12.5%，攻城攻击+12.5%/n吕布技能对血量低于35%的单位造成额外50%伤害	吕布							125				125																	23193			
|10314|10315|10316|10317|10318|10319|	|50524|	方天画戟	护甲+12.5%/n普通攻击有21%概率嘲讽敌方，且降低其40%护甲，提高自身30%护甲，持续3秒	潘凤				125																								23433			
|8104|8105|8106|8107|8108|8109|	|50525|	方天画戟	生命+13%/n自身骑兵部队被远程攻击有20%的概率回复1.8%的生命值	徐晃								130																				23244			
|8544|8545|8546|8547|8548|8549|	|50525|	方天画戟	攻速+13%/n普通攻击有25%概率提高自身周围7米范围内己方西凉铁骑30%血量和攻速，持续10秒	马超	130																											23334			
|9514|9515|9516|9517|9518|9519|	|50525|	方天画戟	攻速+13%/n普通攻击有22%概率提高自身30%攻击，持续9秒	孙策	130																											23004			
|9564|9565|9566|9567|9568|9569|	|50525|	方天画戟	穿透+13%/n普通攻击有20%概率提高自身50%攻速，持续5秒	太史慈														130														23074			
|10014|10015|10016|10017|10018|10019|	|50525|	方天画戟	攻击+13%，攻城攻击+13%/n吕布技能对血量低于40%的单位造成额外60%伤害	吕布							130				130																	23194			
|10314|10315|10316|10317|10318|10319|	|50525|	方天画戟	护甲+13%/n普通攻击有24%概率嘲讽敌方，且降低其40%护甲，提高自身40%护甲，持续3秒	潘凤				130																								23434			
|8104|8105|8106|8107|8108|8109|	|50526|	方天画戟	生命+13.5%/n自身骑兵部队被远程攻击有20%的概率回复1.8%的生命值	徐晃								135																				23244			
|8544|8545|8546|8547|8548|8549|	|50526|	方天画戟	攻速+13.5%/n普通攻击有25%概率提高自身周围7米范围内己方西凉铁骑30%血量和攻速，持续10秒	马超	135																											23334			
|9514|9515|9516|9517|9518|9519|	|50526|	方天画戟	攻速+13.5%/n普通攻击有22%概率提高自身30%攻击，持续9秒	孙策	135																											23004			
|9564|9565|9566|9567|9568|9569|	|50526|	方天画戟	穿透+13.5%/n普通攻击有20%概率提高自身50%攻速，持续5秒	太史慈														135														23074			
|10014|10015|10016|10017|10018|10019|	|50526|	方天画戟	攻击+13.5%，攻城攻击+13.5%/n吕布技能对血量低于40%的单位造成额外60%伤害	吕布							135				135																	23194			
|10314|10315|10316|10317|10318|10319|	|50526|	方天画戟	护甲+13.5%/n普通攻击有24%概率嘲讽敌方，且降低其40%护甲，提高自身40%护甲，持续3秒	潘凤				135																								23434			
|8104|8105|8106|8107|8108|8109|	|50527|	方天画戟	生命+14%/n自身骑兵部队被远程攻击有20%的概率回复1.8%的生命值	徐晃								140																				23244			
|8544|8545|8546|8547|8548|8549|	|50527|	方天画戟	攻速+14%/n普通攻击有25%概率提高自身周围7米范围内己方西凉铁骑30%血量和攻速，持续10秒	马超	140																											23334			
|9514|9515|9516|9517|9518|9519|	|50527|	方天画戟	攻速+14%/n普通攻击有22%概率提高自身30%攻击，持续9秒	孙策	140																											23004			
|9564|9565|9566|9567|9568|9569|	|50527|	方天画戟	穿透+14%/n普通攻击有20%概率提高自身50%攻速，持续5秒	太史慈														140														23074			
|10014|10015|10016|10017|10018|10019|	|50527|	方天画戟	攻击+14%，攻城攻击+14%/n吕布技能对血量低于40%的单位造成额外60%伤害	吕布							140				140																	23194			
|10314|10315|10316|10317|10318|10319|	|50527|	方天画戟	护甲+14%/n普通攻击有24%概率嘲讽敌方，且降低其40%护甲，提高自身40%护甲，持续3秒	潘凤				140																								23434			
|8104|8105|8106|8107|8108|8109|	|50528|	方天画戟	生命+14.5%/n自身骑兵部队被远程攻击有20%的概率回复1.8%的生命值	徐晃								145																				23244			
|8544|8545|8546|8547|8548|8549|	|50528|	方天画戟	攻速+14.5%/n普通攻击有25%概率提高自身周围7米范围内己方西凉铁骑30%血量和攻速，持续10秒	马超	145																											23334			
|9514|9515|9516|9517|9518|9519|	|50528|	方天画戟	攻速+14.5%/n普通攻击有22%概率提高自身30%攻击，持续9秒	孙策	145																											23004			
|9564|9565|9566|9567|9568|9569|	|50528|	方天画戟	穿透+14.5%/n普通攻击有20%概率提高自身50%攻速，持续5秒	太史慈														145														23074			
|10014|10015|10016|10017|10018|10019|	|50528|	方天画戟	攻击+14.5%，攻城攻击+14.5%/n吕布技能对血量低于40%的单位造成额外60%伤害	吕布							145				145																	23194			
|10314|10315|10316|10317|10318|10319|	|50528|	方天画戟	护甲+14.5%/n普通攻击有24%概率嘲讽敌方，且降低其40%护甲，提高自身40%护甲，持续3秒	潘凤				145																								23434			
|8104|8105|8106|8107|8108|8109|	|50529|	方天画戟	生命+15%/n自身骑兵部队被远程攻击有20%的概率回复1.8%的生命值	徐晃								150																				23244			
|8544|8545|8546|8547|8548|8549|	|50529|	方天画戟	攻速+15%/n普通攻击有25%概率提高自身周围7米范围内己方西凉铁骑30%血量和攻速，持续10秒	马超	150																											23334			
|9514|9515|9516|9517|9518|9519|	|50529|	方天画戟	攻速+15%/n普通攻击有25%概率提高自身30%攻击，持续10秒	孙策	150																											23004			
|9564|9565|9566|9567|9568|9569|	|50529|	方天画戟	穿透+15%/n普通攻击有20%概率提高自身50%攻速，持续5秒	太史慈														150														23074			
|10014|10015|10016|10017|10018|10019|	|50529|	方天画戟	攻击+15%，攻城攻击+15%/n吕布技能对血量低于40%的单位造成额外60%伤害	吕布							150				150																	23194			
|10314|10315|10316|10317|10318|10319|	|50529|	方天画戟	护甲+15%/n普通攻击有24%概率嘲讽敌方，且降低其40%护甲，提高自身40%护甲，持续3秒	潘凤				150																								23434			
|8104|8105|8106|8107|8108|8109|	|50530|	方天画戟	生命+15.5%/n自身骑兵部队被远程攻击有24%的概率回复2%的生命值	徐晃								155																				23245			
|8544|8545|8546|8547|8548|8549|	|50530|	方天画戟	攻速+15.5%/n普通攻击有30%概率提高自身周围7米范围内己方西凉铁骑35%血量和攻速，持续10秒	马超	155																											23335			
|9514|9515|9516|9517|9518|9519|	|50530|	方天画戟	攻速+15.5%/n普通攻击有25%概率提高自身35%攻击，持续10秒	孙策	155																											23005			
|9564|9565|9566|9567|9568|9569|	|50530|	方天画戟	穿透+15.5%/n普通攻击有22%概率提高自身50%攻速，持续5秒	太史慈														155														23075			
|10014|10015|10016|10017|10018|10019|	|50530|	方天画戟	攻击+15.5%，攻城攻击+15.5%/n吕布技能对血量低于45%的单位造成额外70%伤害	吕布							155				155																	23195			
|10314|10315|10316|10317|10318|10319|	|50530|	方天画戟	护甲+15.5%/n普通攻击有27%概率嘲讽敌方，且降低其40%护甲，提高自身40%护甲，持续4秒	潘凤				155																								23435			
|8104|8105|8106|8107|8108|8109|	|50531|	方天画戟	生命+16%/n自身骑兵部队被远程攻击有24%的概率回复2%的生命值	徐晃								160																				23245			
|8544|8545|8546|8547|8548|8549|	|50531|	方天画戟	攻速+16%/n普通攻击有30%概率提高自身周围7米范围内己方西凉铁骑35%血量和攻速，持续10秒	马超	160																											23335			
|9514|9515|9516|9517|9518|9519|	|50531|	方天画戟	攻速+16%/n普通攻击有25%概率提高自身35%攻击，持续10秒	孙策	160																											23005			
|9564|9565|9566|9567|9568|9569|	|50531|	方天画戟	穿透+16%/n普通攻击有22%概率提高自身50%攻速，持续5秒	太史慈														160														23075			
